participant,answer,arrow_to,rep,trial,max_alpha,jitter,trial_start,trial_end,exitflag,response,rt
63,\RIGHT,right,9,36,0.6,2,NaN,NaN,NaN,NaN,NaN
63,\LEFT,right,6,37,0.6,5,NaN,NaN,NaN,NaN,NaN
63,\LEFT,left,3,38,0.6,9,NaN,NaN,NaN,NaN,NaN
63,\RIGHT,left,8,39,0.6,7,NaN,NaN,NaN,NaN,NaN
63,\LEFT,left,9,40,0.6,3,NaN,NaN,NaN,NaN,NaN
64,\RIGHT,right,7,1,0.6,2,NaN,NaN,NaN,NaN,NaN
64,\RIGHT,right,10,2,0.6,1,NaN,NaN,NaN,NaN,NaN
64,\LEFT,left,1,3,0.6,9,NaN,NaN,NaN,NaN,NaN
64,\RIGHT,left,2,4,0.6,2,NaN,NaN,NaN,NaN,NaN
64,\RIGHT,left,1,5,0.6,9,NaN,NaN,NaN,NaN,NaN
64,\RIGHT,left,8,6,0.6,11,NaN,NaN,NaN,NaN,NaN
64,\RIGHT,right,8,7,0.6,1,NaN,NaN,NaN,NaN,NaN
64,\LEFT,right,2,8,0.6,1,NaN,NaN,NaN,NaN,NaN
64,\LEFT,left,10,9,0.6,5,NaN,NaN,NaN,NaN,NaN
64,\RIGHT,right,2,10,0.6,1,NaN,NaN,NaN,NaN,NaN
64,\LEFT,right,7,11,0.6,10,NaN,NaN,NaN,NaN,NaN
64,\LEFT,right,3,12,0.6,5,NaN,NaN,NaN,NaN,NaN
64,\RIGHT,right,6,13,0.6,1,NaN,NaN,NaN,NaN,NaN
64,\RIGHT,right,5,14,0.6,1,NaN,NaN,NaN,NaN,NaN
64,\LEFT,right,6,15,0.6,5,NaN,NaN,NaN,NaN,NaN
64,\LEFT,left,6,16,0.6,8,NaN,NaN,NaN,NaN,NaN
64,\RIGHT,left,5,17,0.6,9,NaN,NaN,NaN,NaN,NaN
64,\LEFT,left,9,18,0.6,3,NaN,NaN,NaN,NaN,NaN
64,\RIGHT,right,9,19,0.6,4,NaN,NaN,NaN,NaN,NaN
64,\RIGHT,left,10,20,0.6,7,NaN,NaN,NaN,NaN,NaN
64,\LEFT,right,10,21,0.6,8,NaN,NaN,NaN,NaN,NaN
64,\RIGHT,left,7,22,0.6,1,NaN,NaN,NaN,NaN,NaN
64,\LEFT,right,9,23,0.6,5,NaN,NaN,NaN,NaN,NaN
64,\LEFT,right,8,24,0.6,4,NaN,NaN,NaN,NaN,NaN
64,\RIGHT,right,4,25,0.6,6,NaN,NaN,NaN,NaN,NaN
64,\LEFT,left,2,26,0.6,2,NaN,NaN,NaN,NaN,NaN
64,\RIGHT,right,1,27,0.6,7,NaN,NaN,NaN,NaN,NaN
64,\RIGHT,left,4,28,0.6,4,NaN,NaN,NaN,NaN,NaN
64,\LEFT,right,5,29,0.6,7,NaN,NaN,NaN,NaN,NaN
64,\LEFT,left,5,30,0.6,1,NaN,NaN,NaN,NaN,NaN
64,\LEFT,right,1,31,0.6,4,NaN,NaN,NaN,NaN,NaN
64,\LEFT,left,4,32,0.6,6,NaN,NaN,NaN,NaN,NaN
64,\LEFT,left,3,33,0.6,1,NaN,NaN,NaN,NaN,NaN
64,\RIGHT,left,3,34,0.6,7,NaN,NaN,NaN,NaN,NaN
64,\LEFT,right,4,35,0.6,11,NaN,NaN,NaN,NaN,NaN
64,\RIGHT,left,9,36,0.6,11,NaN,NaN,NaN,NaN,NaN
64,\LEFT,left,7,37,0.6,11,NaN,NaN,NaN,NaN,NaN
64,\LEFT,left,8,38,0.6,2,NaN,NaN,NaN,NaN,NaN
64,\RIGHT,left,6,39,0.6,5,NaN,NaN,NaN,NaN,NaN
64,\RIGHT,right,3,40,0.6,10,NaN,NaN,NaN,NaN,NaN
65,\RIGHT,right,7,1,0.6,5,NaN,NaN,NaN,NaN,NaN
65,\RIGHT,right,8,2,0.6,3,NaN,NaN,NaN,NaN,NaN
65,\LEFT,left,4,3,0.6,5,NaN,NaN,NaN,NaN,NaN
65,\RIGHT,left,6,4,0.6,2,NaN,NaN,NaN,NaN,NaN
65,\LEFT,right,9,5,0.6,2,NaN,NaN,NaN,NaN,NaN
65,\LEFT,left,5,6,0.6,8,NaN,NaN,NaN,NaN,NaN
65,\LEFT,left,3,7,0.6,11,NaN,NaN,NaN,NaN,NaN
65,\RIGHT,right,5,8,0.6,1,NaN,NaN,NaN,NaN,NaN
65,\RIGHT,left,7,9,0.6,10,NaN,NaN,NaN,NaN,NaN
65,\LEFT,left,8,10,0.6,3,NaN,NaN,NaN,NaN,NaN
65,\RIGHT,right,3,11,0.6,10,NaN,NaN,NaN,NaN,NaN
65,\LEFT,right,5,12,0.6,2,NaN,NaN,NaN,NaN,NaN
65,\LEFT,right,8,13,0.6,8,NaN,NaN,NaN,NaN,NaN
65,\LEFT,left,6,14,0.6,4,NaN,NaN,NaN,NaN,NaN
65,\RIGHT,left,9,15,0.6,8,NaN,NaN,NaN,NaN,NaN
65,\RIGHT,right,9,16,0.6,3,NaN,NaN,NaN,NaN,NaN
65,\RIGHT,left,8,17,0.6,3,NaN,NaN,NaN,NaN,NaN
65,\RIGHT,right,2,18,0.6,4,NaN,NaN,NaN,NaN,NaN
65,\RIGHT,right,1,19,0.6,5,NaN,NaN,NaN,NaN,NaN
65,\LEFT,left,2,20,0.6,2,NaN,NaN,NaN,NaN,NaN
65,\RIGHT,left,5,21,0.6,3,NaN,NaN,NaN,NaN,NaN
65,\RIGHT,left,10,22,0.6,11,NaN,NaN,NaN,NaN,NaN
65,\RIGHT,right,6,23,0.6,5,NaN,NaN,NaN,NaN,NaN
65,\LEFT,left,10,24,0.6,6,NaN,NaN,NaN,NaN,NaN
65,\LEFT,right,7,25,0.6,9,NaN,NaN,NaN,NaN,NaN
65,\RIGHT,left,1,26,0.6,2,NaN,NaN,NaN,NaN,NaN
65,\LEFT,right,1,27,0.6,8,NaN,NaN,NaN,NaN,NaN
65,\LEFT,left,9,28,0.6,9,NaN,NaN,NaN,NaN,NaN
65,\LEFT,right,10,29,0.6,3,NaN,NaN,NaN,NaN,NaN
65,\RIGHT,left,4,30,0.6,4,NaN,NaN,NaN,NaN,NaN
65,\LEFT,right,2,31,0.6,9,NaN,NaN,NaN,NaN,NaN
65,\RIGHT,left,2,32,0.6,11,NaN,NaN,NaN,NaN,NaN
65,\RIGHT,left,3,33,0.6,8,NaN,NaN,NaN,NaN,NaN
65,\RIGHT,right,10,34,0.6,10,NaN,NaN,NaN,NaN,NaN
65,\LEFT,left,7,35,0.6,6,NaN,NaN,NaN,NaN,NaN
65,\LEFT,right,3,36,0.6,6,NaN,NaN,NaN,NaN,NaN
65,\LEFT,left,1,37,0.6,3,NaN,NaN,NaN,NaN,NaN
65,\RIGHT,right,4,38,0.6,5,NaN,NaN,NaN,NaN,NaN
65,\LEFT,right,6,39,0.6,3,NaN,NaN,NaN,NaN,NaN
65,\LEFT,right,4,40,0.6,3,NaN,NaN,NaN,NaN,NaN
66,\LEFT,left,3,1,0.6,5,NaN,NaN,NaN,NaN,NaN
66,\RIGHT,left,3,2,0.6,5,NaN,NaN,NaN,NaN,NaN
66,\LEFT,right,10,3,0.6,2,NaN,NaN,NaN,NaN,NaN
66,\RIGHT,left,1,4,0.6,4,NaN,NaN,NaN,NaN,NaN
66,\LEFT,right,4,5,0.6,2,NaN,NaN,NaN,NaN,NaN
66,\LEFT,right,3,6,0.6,6,NaN,NaN,NaN,NaN,NaN
66,\LEFT,left,9,7,0.6,5,NaN,NaN,NaN,NaN,NaN
66,\LEFT,right,9,8,0.6,2,NaN,NaN,NaN,NaN,NaN
66,\LEFT,left,6,9,0.6,11,NaN,NaN,NaN,NaN,NaN
66,\RIGHT,right,10,10,0.6,4,NaN,NaN,NaN,NaN,NaN
66,\RIGHT,left,4,11,0.6,2,NaN,NaN,NaN,NaN,NaN
66,\RIGHT,left,5,12,0.6,3,NaN,NaN,NaN,NaN,NaN
66,\RIGHT,right,5,13,0.6,4,NaN,NaN,NaN,NaN,NaN
66,\RIGHT,right,3,14,0.6,7,NaN,NaN,NaN,NaN,NaN
66,\RIGHT,right,7,15,0.6,6,NaN,NaN,NaN,NaN,NaN
66,\RIGHT,right,9,16,0.6,10,NaN,NaN,NaN,NaN,NaN
66,\RIGHT,right,2,17,0.6,11,NaN,NaN,NaN,NaN,NaN
66,\LEFT,left,5,18,0.6,4,NaN,NaN,NaN,NaN,NaN
66,\RIGHT,right,8,19,0.6,5,NaN,NaN,NaN,NaN,NaN
66,\RIGHT,left,7,20,0.6,8,NaN,NaN,NaN,NaN,NaN
66,\RIGHT,right,1,21,0.6,7,NaN,NaN,NaN,NaN,NaN
66,\LEFT,right,8,22,0.6,3,NaN,NaN,NaN,NaN,NaN
66,\LEFT,right,5,23,0.6,11,NaN,NaN,NaN,NaN,NaN
66,\RIGHT,left,8,24,0.6,10,NaN,NaN,NaN,NaN,NaN
66,\LEFT,left,4,25,0.6,10,NaN,NaN,NaN,NaN,NaN
66,\RIGHT,left,9,26,0.6,9,NaN,NaN,NaN,NaN,NaN
66,\LEFT,right,7,27,0.6,2,NaN,NaN,NaN,NaN,NaN
66,\LEFT,left,10,28,0.6,7,NaN,NaN,NaN,NaN,NaN
66,\LEFT,left,7,29,0.6,8,NaN,NaN,NaN,NaN,NaN
66,\LEFT,right,6,30,0.6,6,NaN,NaN,NaN,NaN,NaN
66,\LEFT,right,2,31,0.6,7,NaN,NaN,NaN,NaN,NaN
66,\RIGHT,left,2,32,0.6,7,NaN,NaN,NaN,NaN,NaN
66,\RIGHT,right,6,33,0.6,8,NaN,NaN,NaN,NaN,NaN
66,\RIGHT,left,10,34,0.6,2,NaN,NaN,NaN,NaN,NaN
66,\LEFT,left,1,35,0.6,3,NaN,NaN,NaN,NaN,NaN
66,\RIGHT,left,6,36,0.6,8,NaN,NaN,NaN,NaN,NaN
66,\LEFT,left,8,37,0.6,10,NaN,NaN,NaN,NaN,NaN
66,\RIGHT,right,4,38,0.6,7,NaN,NaN,NaN,NaN,NaN
66,\LEFT,left,2,39,0.6,7,NaN,NaN,NaN,NaN,NaN
66,\LEFT,right,1,40,0.6,9,NaN,NaN,NaN,NaN,NaN
67,\RIGHT,left,7,1,0.6,5,NaN,NaN,NaN,NaN,NaN
67,\LEFT,left,7,2,0.6,6,NaN,NaN,NaN,NaN,NaN
67,\RIGHT,right,7,3,0.6,6,NaN,NaN,NaN,NaN,NaN
67,\LEFT,left,5,4,0.6,5,NaN,NaN,NaN,NaN,NaN
67,\RIGHT,right,3,5,0.6,3,NaN,NaN,NaN,NaN,NaN
67,\LEFT,right,3,6,0.6,7,NaN,NaN,NaN,NaN,NaN
67,\LEFT,left,4,7,0.6,1,NaN,NaN,NaN,NaN,NaN
67,\LEFT,right,10,8,0.6,10,NaN,NaN,NaN,NaN,NaN
67,\RIGHT,right,10,9,0.6,10,NaN,NaN,NaN,NaN,NaN
67,\LEFT,left,1,10,0.6,9,NaN,NaN,NaN,NaN,NaN
67,\RIGHT,left,10,11,0.6,3,NaN,NaN,NaN,NaN,NaN
67,\LEFT,right,6,12,0.6,10,NaN,NaN,NaN,NaN,NaN
67,\RIGHT,left,3,13,0.6,9,NaN,NaN,NaN,NaN,NaN
67,\RIGHT,left,1,14,0.6,5,NaN,NaN,NaN,NaN,NaN
67,\LEFT,right,5,15,0.6,2,NaN,NaN,NaN,NaN,NaN
67,\LEFT,right,9,16,0.6,3,NaN,NaN,NaN,NaN,NaN
67,\LEFT,left,3,17,0.6,1,NaN,NaN,NaN,NaN,NaN
67,\LEFT,left,8,18,0.6,7,NaN,NaN,NaN,NaN,NaN
67,\RIGHT,left,2,19,0.6,3,NaN,NaN,NaN,NaN,NaN
67,\RIGHT,right,9,20,0.6,9,NaN,NaN,NaN,NaN,NaN
67,\RIGHT,left,6,21,0.6,9,NaN,NaN,NaN,NaN,NaN
67,\LEFT,right,1,22,0.6,8,NaN,NaN,NaN,NaN,NaN
67,\LEFT,right,7,23,0.6,1,NaN,NaN,NaN,NaN,NaN
67,\RIGHT,left,4,24,0.6,1,NaN,NaN,NaN,NaN,NaN
67,\LEFT,left,10,25,0.6,8,NaN,NaN,NaN,NaN,NaN
67,\RIGHT,left,5,26,0.6,5,NaN,NaN,NaN,NaN,NaN
67,\RIGHT,right,1,27,0.6,5,NaN,NaN,NaN,NaN,NaN
67,\RIGHT,right,4,28,0.6,3,NaN,NaN,NaN,NaN,NaN
67,\LEFT,right,8,29,0.6,8,NaN,NaN,NaN,NaN,NaN
67,\RIGHT,left,9,30,0.6,10,NaN,NaN,NaN,NaN,NaN
67,\LEFT,left,6,31,0.6,4,NaN,NaN,NaN,NaN,NaN
67,\LEFT,right,2,32,0.6,4,NaN,NaN,NaN,NaN,NaN
67,\RIGHT,right,6,33,0.6,5,NaN,NaN,NaN,NaN,NaN
67,\RIGHT,left,8,34,0.6,5,NaN,NaN,NaN,NaN,NaN
67,\RIGHT,right,2,35,0.6,2,NaN,NaN,NaN,NaN,NaN
67,\LEFT,left,9,36,0.6,10,NaN,NaN,NaN,NaN,NaN
67,\LEFT,left,2,37,0.6,6,NaN,NaN,NaN,NaN,NaN
67,\RIGHT,right,5,38,0.6,10,NaN,NaN,NaN,NaN,NaN
67,\LEFT,right,4,39,0.6,3,NaN,NaN,NaN,NaN,NaN
67,\RIGHT,right,8,40,0.6,7,NaN,NaN,NaN,NaN,NaN
68,\LEFT,right,2,1,0.6,5,NaN,NaN,NaN,NaN,NaN
68,\RIGHT,left,9,2,0.6,3,NaN,NaN,NaN,NaN,NaN
68,\RIGHT,left,7,3,0.6,8,NaN,NaN,NaN,NaN,NaN
68,\LEFT,right,5,4,0.6,11,NaN,NaN,NaN,NaN,NaN
68,\LEFT,left,5,5,0.6,7,NaN,NaN,NaN,NaN,NaN
68,\LEFT,right,6,6,0.6,5,NaN,NaN,NaN,NaN,NaN
68,\RIGHT,left,4,7,0.6,10,NaN,NaN,NaN,NaN,NaN
68,\LEFT,left,8,8,0.6,1,NaN,NaN,NaN,NaN,NaN
68,\LEFT,left,10,9,0.6,10,NaN,NaN,NaN,NaN,NaN
68,\LEFT,left,4,10,0.6,4,NaN,NaN,NaN,NaN,NaN
68,\LEFT,left,6,11,0.6,6,NaN,NaN,NaN,NaN,NaN
68,\RIGHT,left,2,12,0.6,7,NaN,NaN,NaN,NaN,NaN
68,\LEFT,right,1,13,0.6,3,NaN,NaN,NaN,NaN,NaN
68,\LEFT,right,4,14,0.6,5,NaN,NaN,NaN,NaN,NaN
68,\LEFT,right,10,15,0.6,4,NaN,NaN,NaN,NaN,NaN
68,\RIGHT,right,9,16,0.6,8,NaN,NaN,NaN,NaN,NaN
68,\RIGHT,right,7,17,0.6,1,NaN,NaN,NaN,NaN,NaN
68,\RIGHT,left,5,18,0.6,5,NaN,NaN,NaN,NaN,NaN
68,\RIGHT,left,10,19,0.6,4,NaN,NaN,NaN,NaN,NaN
68,\RIGHT,right,2,20,0.6,9,NaN,NaN,NaN,NaN,NaN
68,\RIGHT,left,6,21,0.6,1,NaN,NaN,NaN,NaN,NaN
68,\RIGHT,left,1,22,0.6,5,NaN,NaN,NaN,NaN,NaN
68,\RIGHT,right,3,23,0.6,3,NaN,NaN,NaN,NaN,NaN
68,\LEFT,right,8,24,0.6,1,NaN,NaN,NaN,NaN,NaN
68,\LEFT,left,2,25,0.6,2,NaN,NaN,NaN,NaN,NaN
68,\RIGHT,left,8,26,0.6,6,NaN,NaN,NaN,NaN,NaN
68,\RIGHT,right,5,27,0.6,11,NaN,NaN,NaN,NaN,NaN
68,\LEFT,left,7,28,0.6,6,NaN,NaN,NaN,NaN,NaN
68,\RIGHT,right,1,29,0.6,1,NaN,NaN,NaN,NaN,NaN
68,\LEFT,right,9,30,0.6,2,NaN,NaN,NaN,NaN,NaN
68,\LEFT,right,7,31,0.6,5,NaN,NaN,NaN,NaN,NaN
68,\RIGHT,right,6,32,0.6,2,NaN,NaN,NaN,NaN,NaN
68,\RIGHT,right,8,33,0.6,11,NaN,NaN,NaN,NaN,NaN
68,\RIGHT,left,3,34,0.6,2,NaN,NaN,NaN,NaN,NaN
68,\RIGHT,right,10,35,0.6,6,NaN,NaN,NaN,NaN,NaN
68,\RIGHT,right,4,36,0.6,5,NaN,NaN,NaN,NaN,NaN
68,\LEFT,left,1,37,0.6,11,NaN,NaN,NaN,NaN,NaN
68,\LEFT,left,3,38,0.6,1,NaN,NaN,NaN,NaN,NaN
68,\LEFT,right,3,39,0.6,11,NaN,NaN,NaN,NaN,NaN
68,\LEFT,left,9,40,0.6,1,NaN,NaN,NaN,NaN,NaN
69,\RIGHT,left,3,1,0.6,1,NaN,NaN,NaN,NaN,NaN
69,\LEFT,right,4,2,0.6,7,NaN,NaN,NaN,NaN,NaN
69,\LEFT,right,2,3,0.6,2,NaN,NaN,NaN,NaN,NaN
69,\LEFT,right,1,4,0.6,11,NaN,NaN,NaN,NaN,NaN
69,\RIGHT,left,2,5,0.6,7,NaN,NaN,NaN,NaN,NaN
69,\LEFT,right,6,6,0.6,1,NaN,NaN,NaN,NaN,NaN
69,\RIGHT,left,5,7,0.6,11,NaN,NaN,NaN,NaN,NaN
69,\LEFT,right,8,8,0.6,7,NaN,NaN,NaN,NaN,NaN
69,\RIGHT,right,10,9,0.6,1,NaN,NaN,NaN,NaN,NaN
69,\LEFT,left,7,10,0.6,7,NaN,NaN,NaN,NaN,NaN
69,\LEFT,left,3,11,0.6,3,NaN,NaN,NaN,NaN,NaN
69,\LEFT,right,7,12,0.6,6,NaN,NaN,NaN,NaN,NaN
69,\RIGHT,right,3,13,0.6,8,NaN,NaN,NaN,NaN,NaN
69,\LEFT,left,4,14,0.6,2,NaN,NaN,NaN,NaN,NaN
69,\RIGHT,left,6,15,0.6,8,NaN,NaN,NaN,NaN,NaN
69,\LEFT,right,5,16,0.6,1,NaN,NaN,NaN,NaN,NaN
69,\RIGHT,right,1,17,0.6,1,NaN,NaN,NaN,NaN,NaN
69,\LEFT,left,9,18,0.6,10,NaN,NaN,NaN,NaN,NaN
69,\RIGHT,left,10,19,0.6,9,NaN,NaN,NaN,NaN,NaN
69,\RIGHT,left,4,20,0.6,2,NaN,NaN,NaN,NaN,NaN
69,\RIGHT,right,6,21,0.6,9,NaN,NaN,NaN,NaN,NaN
69,\RIGHT,right,7,22,0.6,11,NaN,NaN,NaN,NaN,NaN
69,\RIGHT,right,8,23,0.6,10,NaN,NaN,NaN,NaN,NaN
69,\RIGHT,right,5,24,0.6,11,NaN,NaN,NaN,NaN,NaN
69,\LEFT,right,3,25,0.6,8,NaN,NaN,NaN,NaN,NaN
69,\LEFT,right,9,26,0.6,10,NaN,NaN,NaN,NaN,NaN
69,\LEFT,left,6,27,0.6,8,NaN,NaN,NaN,NaN,NaN
69,\LEFT,right,10,28,0.6,3,NaN,NaN,NaN,NaN,NaN
69,\RIGHT,left,8,29,0.6,2,NaN,NaN,NaN,NaN,NaN
69,\LEFT,left,5,30,0.6,3,NaN,NaN,NaN,NaN,NaN
69,\RIGHT,left,7,31,0.6,2,NaN,NaN,NaN,NaN,NaN
69,\LEFT,left,1,32,0.6,7,NaN,NaN,NaN,NaN,NaN
69,\RIGHT,left,9,33,0.6,4,NaN,NaN,NaN,NaN,NaN
69,\RIGHT,right,2,34,0.6,1,NaN,NaN,NaN,NaN,NaN
69,\RIGHT,right,9,35,0.6,3,NaN,NaN,NaN,NaN,NaN
69,\LEFT,left,10,36,0.6,7,NaN,NaN,NaN,NaN,NaN
69,\RIGHT,right,4,37,0.6,1,NaN,NaN,NaN,NaN,NaN
69,\LEFT,left,2,38,0.6,3,NaN,NaN,NaN,NaN,NaN
69,\LEFT,left,8,39,0.6,2,NaN,NaN,NaN,NaN,NaN
69,\RIGHT,left,1,40,0.6,7,NaN,NaN,NaN,NaN,NaN
70,\RIGHT,right,10,1,0.6,11,NaN,NaN,NaN,NaN,NaN
70,\LEFT,left,9,2,0.6,4,NaN,NaN,NaN,NaN,NaN
70,\RIGHT,right,8,3,0.6,9,NaN,NaN,NaN,NaN,NaN
70,\LEFT,left,7,4,0.6,1,NaN,NaN,NaN,NaN,NaN
70,\RIGHT,right,4,5,0.6,7,NaN,NaN,NaN,NaN,NaN
70,\RIGHT,left,8,6,0.6,7,NaN,NaN,NaN,NaN,NaN
70,\LEFT,right,4,7,0.6,10,NaN,NaN,NaN,NaN,NaN
70,\LEFT,right,3,8,0.6,1,NaN,NaN,NaN,NaN,NaN
70,\RIGHT,left,1,9,0.6,11,NaN,NaN,NaN,NaN,NaN
70,\LEFT,right,1,10,0.6,11,NaN,NaN,NaN,NaN,NaN
70,\RIGHT,left,6,11,0.6,2,NaN,NaN,NaN,NaN,NaN
70,\LEFT,right,10,12,0.6,8,NaN,NaN,NaN,NaN,NaN
70,\RIGHT,right,2,13,0.6,5,NaN,NaN,NaN,NaN,NaN
70,\LEFT,left,2,14,0.6,6,NaN,NaN,NaN,NaN,NaN
70,\LEFT,left,4,15,0.6,3,NaN,NaN,NaN,NaN,NaN
70,\LEFT,right,5,16,0.6,2,NaN,NaN,NaN,NaN,NaN
70,\RIGHT,left,4,17,0.6,7,NaN,NaN,NaN,NaN,NaN
70,\LEFT,right,8,18,0.6,9,NaN,NaN,NaN,NaN,NaN
70,\RIGHT,right,6,19,0.6,7,NaN,NaN,NaN,NaN,NaN
70,\LEFT,left,8,20,0.6,3,NaN,NaN,NaN,NaN,NaN
70,\RIGHT,left,2,21,0.6,1,NaN,NaN,NaN,NaN,NaN
70,\LEFT,right,6,22,0.6,2,NaN,NaN,NaN,NaN,NaN
70,\RIGHT,left,9,23,0.6,9,NaN,NaN,NaN,NaN,NaN
70,\LEFT,left,3,24,0.6,4,NaN,NaN,NaN,NaN,NaN
70,\LEFT,right,2,25,0.6,10,NaN,NaN,NaN,NaN,NaN
70,\RIGHT,right,5,26,0.6,7,NaN,NaN,NaN,NaN,NaN
70,\LEFT,left,10,27,0.6,5,NaN,NaN,NaN,NaN,NaN
70,\LEFT,right,7,28,0.6,9,NaN,NaN,NaN,NaN,NaN
70,\RIGHT,left,7,29,0.6,3,NaN,NaN,NaN,NaN,NaN
70,\RIGHT,right,9,30,0.6,6,NaN,NaN,NaN,NaN,NaN
70,\RIGHT,right,7,31,0.6,1,NaN,NaN,NaN,NaN,NaN
70,\LEFT,left,1,32,0.6,8,NaN,NaN,NaN,NaN,NaN
70,\RIGHT,right,3,33,0.6,8,NaN,NaN,NaN,NaN,NaN
70,\LEFT,left,6,34,0.6,9,NaN,NaN,NaN,NaN,NaN
70,\LEFT,right,9,35,0.6,1,NaN,NaN,NaN,NaN,NaN
70,\RIGHT,left,10,36,0.6,6,NaN,NaN,NaN,NaN,NaN
70,\RIGHT,right,1,37,0.6,2,NaN,NaN,NaN,NaN,NaN
70,\RIGHT,left,3,38,0.6,8,NaN,NaN,NaN,NaN,NaN
70,\LEFT,left,5,39,0.6,11,NaN,NaN,NaN,NaN,NaN
70,\RIGHT,left,5,40,0.6,10,NaN,NaN,NaN,NaN,NaN
71,\RIGHT,right,6,1,0.6,3,NaN,NaN,NaN,NaN,NaN
71,\RIGHT,right,9,2,0.6,8,NaN,NaN,NaN,NaN,NaN
71,\LEFT,left,6,3,0.6,7,NaN,NaN,NaN,NaN,NaN
71,\RIGHT,left,8,4,0.6,8,NaN,NaN,NaN,NaN,NaN
71,\LEFT,right,8,5,0.6,5,NaN,NaN,NaN,NaN,NaN
71,\RIGHT,left,7,6,0.6,3,NaN,NaN,NaN,NaN,NaN
71,\RIGHT,left,2,7,0.6,11,NaN,NaN,NaN,NaN,NaN
71,\LEFT,left,4,8,0.6,8,NaN,NaN,NaN,NaN,NaN
71,\RIGHT,left,6,9,0.6,7,NaN,NaN,NaN,NaN,NaN
71,\LEFT,left,8,10,0.6,4,NaN,NaN,NaN,NaN,NaN
71,\RIGHT,right,8,11,0.6,10,NaN,NaN,NaN,NaN,NaN
71,\RIGHT,left,10,12,0.6,10,NaN,NaN,NaN,NaN,NaN
71,\RIGHT,left,1,13,0.6,5,NaN,NaN,NaN,NaN,NaN
71,\LEFT,right,7,14,0.6,7,NaN,NaN,NaN,NaN,NaN
71,\RIGHT,left,9,15,0.6,5,NaN,NaN,NaN,NaN,NaN
71,\RIGHT,left,4,16,0.6,10,NaN,NaN,NaN,NaN,NaN
71,\RIGHT,right,1,17,0.6,9,NaN,NaN,NaN,NaN,NaN
71,\LEFT,left,10,18,0.6,10,NaN,NaN,NaN,NaN,NaN
71,\RIGHT,right,3,19,0.6,2,NaN,NaN,NaN,NaN,NaN
71,\LEFT,right,9,20,0.6,7,NaN,NaN,NaN,NaN,NaN
71,\LEFT,left,9,21,0.6,10,NaN,NaN,NaN,NaN,NaN
71,\RIGHT,right,4,22,0.6,4,NaN,NaN,NaN,NaN,NaN
71,\RIGHT,left,3,23,0.6,4,NaN,NaN,NaN,NaN,NaN
71,\RIGHT,right,5,24,0.6,8,NaN,NaN,NaN,NaN,NaN
71,\LEFT,right,6,25,0.6,7,NaN,NaN,NaN,NaN,NaN
71,\LEFT,right,2,26,0.6,9,NaN,NaN,NaN,NaN,NaN
71,\LEFT,right,4,27,0.6,10,NaN,NaN,NaN,NaN,NaN
71,\RIGHT,left,5,28,0.6,4,NaN,NaN,NaN,NaN,NaN
71,\LEFT,right,3,29,0.6,7,NaN,NaN,NaN,NaN,NaN
71,\RIGHT,right,7,30,0.6,4,NaN,NaN,NaN,NaN,NaN
71,\RIGHT,right,2,31,0.6,8,NaN,NaN,NaN,NaN,NaN
71,\LEFT,left,5,32,0.6,11,NaN,NaN,NaN,NaN,NaN
71,\LEFT,left,2,33,0.6,8,NaN,NaN,NaN,NaN,NaN
71,\LEFT,right,1,34,0.6,8,NaN,NaN,NaN,NaN,NaN
71,\LEFT,right,5,35,0.6,10,NaN,NaN,NaN,NaN,NaN
71,\LEFT,left,1,36,0.6,11,NaN,NaN,NaN,NaN,NaN
71,\RIGHT,right,10,37,0.6,9,NaN,NaN,NaN,NaN,NaN
71,\LEFT,left,3,38,0.6,9,NaN,NaN,NaN,NaN,NaN
71,\LEFT,right,10,39,0.6,11,NaN,NaN,NaN,NaN,NaN
71,\LEFT,left,7,40,0.6,7,NaN,NaN,NaN,NaN,NaN
72,\RIGHT,right,10,1,0.6,1,NaN,NaN,NaN,NaN,NaN
72,\RIGHT,left,4,2,0.6,10,NaN,NaN,NaN,NaN,NaN
72,\LEFT,left,3,3,0.6,10,NaN,NaN,NaN,NaN,NaN
72,\LEFT,right,10,4,0.6,5,NaN,NaN,NaN,NaN,NaN
72,\LEFT,right,2,5,0.6,10,NaN,NaN,NaN,NaN,NaN
72,\LEFT,left,9,6,0.6,11,NaN,NaN,NaN,NaN,NaN
72,\RIGHT,left,1,7,0.6,7,NaN,NaN,NaN,NaN,NaN
72,\LEFT,left,7,8,0.6,2,NaN,NaN,NaN,NaN,NaN
72,\RIGHT,left,7,9,0.6,8,NaN,NaN,NaN,NaN,NaN
72,\LEFT,right,8,10,0.6,11,NaN,NaN,NaN,NaN,NaN
72,\RIGHT,right,6,11,0.6,4,NaN,NaN,NaN,NaN,NaN
72,\RIGHT,right,5,12,0.6,4,NaN,NaN,NaN,NaN,NaN
72,\LEFT,left,6,13,0.6,7,NaN,NaN,NaN,NaN,NaN
72,\RIGHT,right,1,14,0.6,3,NaN,NaN,NaN,NaN,NaN
72,\RIGHT,left,6,15,0.6,9,NaN,NaN,NaN,NaN,NaN
72,\RIGHT,left,8,16,0.6,4,NaN,NaN,NaN,NaN,NaN
72,\LEFT,left,4,17,0.6,7,NaN,NaN,NaN,NaN,NaN
72,\RIGHT,right,2,18,0.6,6,NaN,NaN,NaN,NaN,NaN
72,\LEFT,right,4,19,0.6,6,NaN,NaN,NaN,NaN,NaN
